callsign|channel|city|state|licensee|lat|lon
WVNY|7|Burlington|VT|MISSION BROADCASTING, INC.|44.525886|-72.815400
WVER|10|Rutland|VT|VERMONT PUBLIC CO.|43.658722|-73.106556
WVER|10|Rutland|VT|VERMONT PUBLIC CO.|43.437500|-72.451667
WVER|10|Rutland|VT|VERMONT PUBLIC CO.|43.658750|-73.106556
WVER|10|Rutland|VT|VERMONT PUBLIC CO.|43.437500|-72.451667
WNNE|14|Montpelier|VT|HEARST STATIONS INC.|44.525583|-72.815667
WFFF-TV|16|Burlington|VT|NEXSTAR MEDIA INC.|44.525886|-72.815400
WCAX-TV|20|Burlington|VT|GRAY TELEVISION LICENSEE, LLC|44.525722|-72.815583
WCAX-TV|20|Burlington|VT|GRAY TELEVISION LICENSEE, LLC|44.525889|-72.815389
WVTB|28|St.Johnsbury|VT|VERMONT PUBLIC CO.|44.570694|-71.893083
WETK|32|Burlington|VT|VERMONT PUBLIC CO.|44.525583|-72.813722
